gameId,date,team,player,pos,starter,formation,appearances,foulsCommitted,foulsSuffered,ownGoals,redCards,subIns,yellowCards,goalsConceded,saves,shotsFaced,goalAssists,shotsOnTarget,totalGoals,totalShots,offsides
760416,2026-06-12,Canada,Moïse Bombito,SUB,False,4-4-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Canada,Nathan Saliba,SUB,False,4-4-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Canada,Mathieu Choinière,SUB,False,4-4-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Nikola Vasilj,G,True,4-4-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
760416,2026-06-12,Bosnia and Herzegovina,Tarik Muharemovic,CD-L,True,4-4-2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Nikola Katic,CD-R,True,4-4-2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Sead Kolasinac,LB,True,4-4-2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Amar Dedic,RB,True,4-4-2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Ivan Basic,CM-L,True,4-4-2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Benjamin Tahirovic,CM-R,True,4-4-2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Amar Memic,LM,True,4-4-2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Esmir Bajraktarevic,RM,True,4-4-2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Jovo Lukic,CF-L,True,4-4-2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,1.0,3.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Ermedin Demirovic,CF-R,True,4-4-2,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0
760416,2026-06-12,Bosnia and Herzegovina,Edin Dzeko,SUB,False,4-4-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
