gameId,minute,type,team,player,text
760415,,Kickoff,,,
760415,9',Goal,Mexico,Julián Quiñones,"Goal! Mexico 1, South Africa 0. Julián Quiñones (Mexico) right footed shot from the centre of the box to the centre of the goal. Assisted by Érik Lira."
760415,17',Yellow Card,South Africa,Teboho Mokoena,Teboho Mokoena (South Africa) is shown the yellow card for a bad foul.
760415,23',Yellow Card,Mexico,Brian Gutiérrez,Brian Gutiérrez (Mexico) is shown the yellow card for a bad foul.
760415,25',Start Delay,Mexico,,Delay in match for a drinks break.
760415,25',Start Delay,South Africa,,
760415,27',End Delay,Mexico,,Delay over. They are ready to continue.
760415,27',End Delay,South Africa,,
760415,45'+4',Halftime,,,"First Half ends, Mexico 1, South Africa 0."
760415,45',Start 2nd Half,,,"Second Half begins Mexico 1, South Africa 0."
760415,49',Red Card,South Africa,Sphephelo Sithole,Yaya Sithole (South Africa) is shown the red card.
760415,56',Substitution,South Africa,Thalente Mbatha,"Substitution, South Africa. Thalente Mbatha replaces Lyle Foster."
760415,61',Substitution,South Africa,Themba Zwane,"Substitution, South Africa. Themba Zwane replaces Jayden Adams."
760415,66',Substitution,Mexico,Luis Chávez,"Substitution, Mexico. Luis Chávez replaces Brian Gutiérrez."
760415,66',Substitution,Mexico,Gilberto Mora,"Substitution, Mexico. Gilberto Mora replaces Álvaro Fidalgo."
760415,67',Goal - Header,Mexico,Raúl Jiménez,"Goal! Mexico 2, South Africa 0. Raúl Jiménez (Mexico) header from very close range to the bottom left corner. Assisted by Roberto Alvarado with a cross."
760415,68',Start Delay,Mexico,,Delay in match for a drinks break.
760415,68',Start Delay,South Africa,,
760415,70',End Delay,Mexico,,Delay over. They are ready to continue.
760415,70',End Delay,South Africa,,
760415,73',Start Delay,Mexico,,Delay in match because of an injury Raúl Jiménez (Mexico).
760415,73',Start Delay,South Africa,,
760415,73',End Delay,Mexico,,Delay over. They are ready to continue.
760415,73',End Delay,South Africa,,
760415,74',Yellow Card,South Africa,Nkosinathi Sibisi,Nkosinathi Sibisi (South Africa) is shown the yellow card for a bad foul.
760415,76',Substitution,Mexico,Edson Álvarez,"Substitution, Mexico. Edson Álvarez replaces Érik Lira."
760415,76',Substitution,Mexico,Armando González,"Substitution, Mexico. Armando González replaces Raúl Jiménez."
760415,76',Substitution,South Africa,Evidence Makgopa,"Substitution, South Africa. Evidence Makgopa replaces Iqraam Rayners."
760415,77',Substitution,South Africa,Oswin Appollis,"Substitution, South Africa. Oswin Appollis replaces Aubrey Modiba."
760415,79',Substitution,Mexico,Alexis Vega,"Substitution, Mexico. Alexis Vega replaces Julián Quiñones."
760415,81',Start Delay,Mexico,,Delay in match because of an injury Roberto Alvarado (Mexico).
760415,81',Start Delay,South Africa,,
760415,81',End Delay,Mexico,,Delay over. They are ready to continue.
760415,81',End Delay,South Africa,,
760415,82',Start Delay,South Africa,,
760415,84',End Delay,South Africa,,
760415,84',Red Card,South Africa,Themba Zwane,Themba Zwane (South Africa) is shown the red card for violent conduct.
760415,90'+2',Red Card,Mexico,César Montes,César Montes (Mexico) is shown the red card.
760415,90'+8',End Regular Time,,,
760414,,Kickoff,,,
760414,23',Start Delay,South Korea,,Delay in match for a drinks break.
760414,23',Start Delay,Czech Republic,,
760414,25',End Delay,South Korea,,Delay over. They are ready to continue.
760414,25',End Delay,Czech Republic,,
760414,26',Start Delay,South Korea,,Delay in match (Korea Republic).
760414,26',Start Delay,Czech Republic,,
760414,27',End Delay,South Korea,,Delay over. They are ready to continue.
760414,27',End Delay,Czech Republic,,
760414,45'+4',Halftime,,,
760414,45',Start 2nd Half,,,
760414,59',Goal - Header,Czech Republic,Ladislav Krejcí,"Goal! Korea Republic 0, Czechia 1. Ladislav Krejcí (Czechia) header from very close range to the bottom right corner. Assisted by Vladimír Coufal."
760414,62',Substitution,South Korea,Hwang Hee-Chan,"Substitution, Korea Republic. Hwang Hee-Chan replaces Lee Jae-Sung."
760414,64',Substitution,Czech Republic,Adam Hlozek,"Substitution, Czechia. Adam Hlozek replaces Pavel Sulc."
760414,64',Substitution,Czech Republic,Tomás Chorý,"Substitution, Czechia. Tomás Chory replaces Patrik Schick."
760414,64',Substitution,Czech Republic,Michal Sadílek,"Substitution, Czechia. Michal Sadílek replaces Lukás Provod."
760414,67',Goal,South Korea,Hwang In-Beom,"Goal! Korea Republic 1, Czechia 1. Hwang In-Beom (Korea Republic) right footed shot from the centre of the box to the bottom right corner. Assisted by Lee Kang-In."
760414,69',Substitution,South Korea,Eom Ji-Sung,"Substitution, Korea Republic. Eom Ji-Sung replaces Lee Tae-Seok."
760414,69',Substitution,South Korea,Oh Hyeon-Gyu,"Substitution, Korea Republic. Oh Hyeon-Gyu replaces Son Heung-Min."
760414,70',Start Delay,South Korea,,Delay in match for a drinks break.
760414,70',Start Delay,Czech Republic,,
760414,72',End Delay,South Korea,,Delay over. They are ready to continue.
760414,72',End Delay,Czech Republic,,
760414,80',Goal,South Korea,Oh Hyeon-Gyu,"Goal! Korea Republic 2, Czechia 1. Oh Hyeon-Gyu (Korea Republic) left footed shot from very close range to the bottom left corner. Assisted by Hwang In-Beom."
760414,84',Substitution,South Korea,Kim Jin-Gyu,"Substitution, Korea Republic. Kim Jin-Gyu replaces Hwang In-Beom."
760414,84',Substitution,South Korea,Park Jin-Seop,"Substitution, Korea Republic. Park Jin-Seob replaces Paik Seung-Ho."
760414,84',Substitution,Czech Republic,Mojmír Chytil,"Substitution, Czechia. Mojmír Chytil replaces Alexandr Sojka."
760414,90'+6',Yellow Card,South Korea,Lee Gi-Hyuk,Lee Gi-Hyuk (Korea Republic) is shown the yellow card for a bad foul.
760414,90'+7',End Regular Time,,,
760416,,Kickoff,,,
760416,11',Yellow Card,Canada,Alistair Johnston,Alistair Johnston (Canada) is shown the yellow card for a bad foul.
760416,12',Start Delay,Bosnia and Herzegovina,,Delay in match because of an injury Amar Memic (Bosnia and Herzegovina).
760416,12',Start Delay,Canada,,
760416,12',End Delay,Bosnia and Herzegovina,,Delay over. They are ready to continue.
760416,12',End Delay,Canada,,
760416,15',Start Delay,Bosnia and Herzegovina,,Delay in match (Bosnia and Herzegovina).
760416,15',Start Delay,Canada,,
760416,15',End Delay,Bosnia and Herzegovina,,Delay over. They are ready to continue.
760416,15',End Delay,Canada,,
760416,21',Goal - Header,Bosnia and Herzegovina,Jovo Lukic,"Goal! Canada 0, Bosnia and Herzegovina 1. Jovo Lukic (Bosnia and Herzegovina) header from very close range to the centre of the goal. Assisted by Sead Kolasinac with a headed pass following a corner."
760416,23',Start Delay,Canada,,Delay in match for a drinks break.
760416,23',Start Delay,Bosnia and Herzegovina,,
760416,25',End Delay,Canada,,Delay over. They are ready to continue.
760416,25',End Delay,Bosnia and Herzegovina,,
760416,45',Yellow Card,Bosnia and Herzegovina,Ermedin Demirovic,Ermedin Demirovic (Bosnia and Herzegovina) is shown the yellow card for a bad foul.
760416,45'+1',Yellow Card,Bosnia and Herzegovina,Jovo Lukic,Jovo Lukic (Bosnia and Herzegovina) is shown the yellow card for a bad foul.
760416,45'+4',Halftime,,,
760416,45',Start 2nd Half,,,
760416,49',Start Delay,Bosnia and Herzegovina,,Delay in match because of an injury Nikola Vasilj (Bosnia and Herzegovina).
760416,49',Start Delay,Canada,,Delay in match because of an injury Tani Oluwaseyi (Canada).
760416,50',End Delay,Canada,,Delay over. They are ready to continue.
760416,50',End Delay,Bosnia and Herzegovina,,Delay over. They are ready to continue.
760416,53',Yellow Card,Canada,Luc de Fougerolles,Luc De Fougerolles (Canada) is shown the yellow card for a bad foul.
760416,61',Substitution,Canada,Jacob Shaffelburg,"Substitution, Canada. Jacob Shaffelburg replaces Liam Millar."
760416,61',Substitution,Canada,Promise David,"Substitution, Canada. Promise David replaces Jonathan David."
760416,61',Substitution,Canada,Ali Ahmed,"Substitution, Canada. Ali Ahmed replaces Tajon Buchanan."
760416,62',Substitution,Bosnia and Herzegovina,Samed Bazdar,"Substitution, Bosnia and Herzegovina. Samed Bazdar replaces Jovo Lukic."
760416,62',Substitution,Bosnia and Herzegovina,Armin Gigovic,"Substitution, Bosnia and Herzegovina. Armin Gigovic replaces Ivan Basic."
760416,69',Start Delay,Canada,,Delay in match for a drinks break.
760416,69',Start Delay,Bosnia and Herzegovina,,
760416,71',End Delay,Canada,,Delay over. They are ready to continue.
760416,71',End Delay,Bosnia and Herzegovina,,
760416,74',Substitution,Bosnia and Herzegovina,Ivan Sunjic,"Substitution, Bosnia and Herzegovina. Ivan Sunjic replaces Esmir Bajraktarevic."
760416,74',Substitution,Bosnia and Herzegovina,Kerim Alajbegovic,"Substitution, Bosnia and Herzegovina. Kerim Alajbegovic replaces Amar Memic."
760416,76',Substitution,Canada,Cyle Larin,"Substitution, Canada. Cyle Larin replaces Tani Oluwaseyi."
760416,78',Goal,Canada,Cyle Larin,"Goal! Canada 1, Bosnia and Herzegovina 1. Cyle Larin (Canada) right footed shot from the centre of the box to the bottom right corner. Assisted by Promise David."
760416,83',Start Delay,Bosnia and Herzegovina,,Delay in match because of an injury Sead Kolasinac (Bosnia and Herzegovina).
760416,83',Start Delay,Canada,,
760416,84',End Delay,Bosnia and Herzegovina,,Delay over. They are ready to continue.
760416,84',End Delay,Canada,,
760416,84',Substitution,Bosnia and Herzegovina,Dzenis Burnic,"Substitution, Bosnia and Herzegovina. Dzenis Burnic replaces Sead Kolasinac because of an injury."
760416,90'+1',Substitution,Canada,Jonathan Osorio,"Substitution, Canada. Jonathan Osorio replaces Stephen Eustaquio."
760416,90'+3',Yellow Card,Bosnia and Herzegovina,Nikola Katic,Nikola Katic (Bosnia and Herzegovina) is shown the yellow card for a bad foul.
760416,90'+7',End Regular Time,,,"Second Half ends, Canada 1, Bosnia and Herzegovina 1."
760417,,Kickoff,,,
760417,7',Own Goal,United States,Damián Bobadilla,"Own Goal by Damián Bobadilla, Paraguay. USA 1, Paraguay 0."
760417,10',Yellow Card,Paraguay,Juan Jose Cáceres,Juan José Cáceres (Paraguay) is shown the yellow card for a bad foul.
760417,13',Start Delay,United States,,Delay in match (USA).
760417,13',Start Delay,Paraguay,,
760417,13',End Delay,United States,,Delay over. They are ready to continue.
760417,13',End Delay,Paraguay,,
760417,17',Start Delay,United States,,Delay in match because of an injury Chris Richards (USA).
760417,17',Start Delay,Paraguay,,Delay in match because of an injury Omar Alderete (Paraguay).
760417,19',End Delay,United States,,Delay over. They are ready to continue.
760417,19',End Delay,Paraguay,,Delay over. They are ready to continue.
760417,24',Start Delay,United States,,Delay in match for a drinks break.
760417,24',Start Delay,Paraguay,,
760417,27',End Delay,United States,,Delay over. They are ready to continue.
760417,27',End Delay,Paraguay,,
760417,31',Goal,United States,Folarin Balogun,"Goal! USA 2, Paraguay 0. Folarin Balogun (USA) right footed shot from the centre of the box to the bottom right corner. Assisted by Christian Pulisic."
760417,45'+5',Goal,United States,Folarin Balogun,"Goal! USA 3, Paraguay 0. Folarin Balogun (USA) left footed shot from the centre of the box to the top left corner. Assisted by Malik Tillman."
760417,45'+6',Halftime,,,
760417,45',Substitution,Paraguay,Maurício,"Substitution, Paraguay. Mauricio replaces Damián Bobadilla."
760417,45',Substitution,United States,Sebastian Berhalter,"Substitution, USA. Sebastian Berhalter replaces Christian Pulisic."
760417,45',Start 2nd Half,,,"Second Half begins USA 3, Paraguay 0."
760417,51',Start Delay,United States,,Delay in match (USA). VAR checking.
760417,51',Start Delay,Paraguay,,
760417,52',End Delay,United States,,Delay over. They are ready to continue.
760417,52',End Delay,Paraguay,,
760417,52',VAR - (Red) Card Upgrade,United States,Tim Ream,VAR Decision: Card Changed.
760417,52',Start Delay,United States,,
760417,53',Yellow Card,Paraguay,Miguel Almirón,Miguel Almirón (Paraguay) is shown the yellow card.
760417,53',End Delay,United States,,
760417,59',Yellow Card,United States,Tyler Adams,Tyler Adams (USA) is shown the yellow card for a bad foul.
760417,62',Substitution,Paraguay,Alex Arce,"Substitution, Paraguay. Álex Arce replaces Antonio Sanabria."
760417,68',Start Delay,United States,,Delay in match for a drinks break.
760417,68',Start Delay,Paraguay,,
760417,71',End Delay,United States,,Delay over. They are ready to continue.
760417,71',End Delay,Paraguay,,
760417,71',Start Delay,United States,,Delay in match because of an injury Folarin Balogun (USA).
760417,71',Start Delay,Paraguay,,
760417,72',End Delay,United States,,Delay over. They are ready to continue.
760417,72',End Delay,Paraguay,,
760417,72',Substitution,United States,Timothy Weah,"Substitution, USA. Timothy Weah replaces Sergiño Dest."
760417,72',Substitution,United States,Ricardo Pepi,"Substitution, USA. Ricardo Pepi replaces Folarin Balogun."
760417,73',Goal,Paraguay,Maurício,"Goal! USA 3, Paraguay 1. Mauricio (Paraguay) left footed shot from the centre of the box to the bottom right corner. Assisted by Julio Enciso following a set piece situation."
760417,79',Yellow Card,Paraguay,Diego Gómez,Diego Gómez (Paraguay) is shown the yellow card for a bad foul.
760417,79',Substitution,Paraguay,Ramón Sosa,"Substitution, Paraguay. Ramón Sosa replaces Miguel Almirón."
760417,79',Substitution,Paraguay,Gustavo Velázquez,"Substitution, Paraguay. Gustavo Velázquez replaces Juan José Cáceres."
760417,80',Substitution,Paraguay,Alejandro Romero Gamarra,"Substitution, Paraguay. Alejandro Romero replaces Diego Gómez."
760417,82',Substitution,United States,Giovanni Reyna,"Substitution, USA. Giovanni Reyna replaces Malik Tillman."
760417,88',Yellow Card,Paraguay,Alex Arce,Álex Arce (Paraguay) is shown the yellow card for a bad foul.
760417,90'+3',Yellow Card,Paraguay,Júnior Alonso,Júnior Alonso (Paraguay) is shown the yellow card for a bad foul.
760417,90'+3',Start Delay,Paraguay,,Delay in match because of an injury Andrés Cubas (Paraguay).
760417,90'+3',Start Delay,United States,,
760417,90'+4',End Delay,Paraguay,,Delay over. They are ready to continue.
760417,90'+4',End Delay,United States,,
760417,90'+8',Goal,United States,Giovanni Reyna,"Goal! USA 4, Paraguay 1. Giovanni Reyna (USA) right footed shot from the centre of the box to the bottom left corner. Assisted by Alex Freeman."
760417,90'+9',End Regular Time,,,
760420,,Kickoff,,,First Half begins.
760420,14',Start Delay,Qatar,,Delay in match because of an injury Mahmoud Abunada (Qatar).
760420,14',Start Delay,Switzerland,,Delay in match because of an injury Remo Freuler (Switzerland).
760420,16',End Delay,Switzerland,,Delay over. They are ready to continue.
760420,16',End Delay,Qatar,,
760420,16',Yellow Card,Qatar,Mahmoud Abunada,Mahmoud Abunada (Qatar) is shown the yellow card.
760420,17',Penalty - Scored,Switzerland,Breel Embolo,"Goal! Qatar 0, Switzerland 1. Breel Embolo (Switzerland) converts the penalty with a right footed shot to the bottom left corner."
760420,23',Yellow Card,Qatar,Jassem Gaber,Jassem Gaber (Qatar) is shown the yellow card for a bad foul.
760420,24',Start Delay,Switzerland,,Delay in match for a drinks break.
760420,24',Start Delay,Qatar,,
760420,26',End Delay,Switzerland,,Delay over. They are ready to continue.
760420,26',End Delay,Qatar,,
760420,30',Start Delay,Qatar,,Delay in match because of an injury Pedro Miguel (Qatar).
760420,30',Start Delay,Switzerland,,
760420,31',End Delay,Qatar,,Delay over. They are ready to continue.
760420,31',End Delay,Switzerland,,
760420,42',Yellow Card,Switzerland,Denis Zakaria,Denis Zakaria (Switzerland) is shown the yellow card for a bad foul.
760420,45'+7',Halftime,,,
760420,45',Start 2nd Half,,,"Second Half begins Qatar 0, Switzerland 1."
760420,57',Start Delay,Qatar,,Delay in match because of an injury Boualem Khoukhi (Qatar).
760420,57',Start Delay,Switzerland,,
760420,58',End Delay,Qatar,,Delay over. They are ready to continue.
760420,58',End Delay,Switzerland,,
760420,60',Substitution,Qatar,Ahmed Fathy,"Substitution, Qatar. Ahmed Fathy replaces Ayoub Al Oui."
760420,60',Substitution,Qatar,Karim Boudiaf,"Substitution, Qatar. Karim Boudiaf replaces Jassem Gaber."
760420,60',Substitution,Qatar,Ahmed Alaaeldin,"Substitution, Qatar. Ahmed Alaa replaces Yusuf Abdurisag."
760420,65',Substitution,Switzerland,Fabian Rieder,"Substitution, Switzerland. Fabian Rieder replaces Michel Aebischer."
760420,65',Substitution,Switzerland,Johan Manzambi,"Substitution, Switzerland. Johan Manzambi replaces Dan Ndoye."
760420,68',Start Delay,Switzerland,,Delay in match for a drinks break.
760420,68',Start Delay,Qatar,,
760420,70',End Delay,Switzerland,,Delay over. They are ready to continue.
760420,70',End Delay,Qatar,,
760420,79',Substitution,Qatar,Mohamed Manai,"Substitution, Qatar. Mohammad Al Mannai replaces Assim Madibo."
760420,79',Substitution,Switzerland,Zeki Amdouni,"Substitution, Switzerland. Zeki Amdouni replaces Rubén Vargas."
760420,88',Substitution,Qatar,Hassan Al-Haydos,"Substitution, Qatar. Hassan Al Haydos replaces Edmílson Junior."
760420,89',Substitution,Switzerland,Ardon Jashari,"Substitution, Switzerland. Ardon Jashari replaces Remo Freuler."
760420,89',Substitution,Switzerland,Miro Muheim,"Substitution, Switzerland. Miro Muheim replaces Ricardo Rodríguez."
760420,90'+4',Own Goal,Qatar,Miro Muheim,"Own Goal by Miro Muheim, Switzerland. Qatar 1, Switzerland 1."
760420,90'+8',End Regular Time,,,
760419,,Kickoff,,,First Half begins.
760419,21',Goal,Morocco,Ismael Saibari,"Goal! Brazil 0, Morocco 1. Ismael Saibari (Morocco) right footed shot from outside the box to the centre of the goal. Assisted by Brahim Díaz with a through ball following a fast break."
760419,23',Start Delay,Brazil,,Delay in match for a drinks break.
760419,23',Start Delay,Morocco,,
760419,26',End Delay,Brazil,,Delay over. They are ready to continue.
760419,26',End Delay,Morocco,,
760419,32',Goal,Brazil,Vinícius Júnior,"Goal! Brazil 1, Morocco 1. Vinícius Júnior (Brazil) right footed shot from the left side of the box to the top right corner. Assisted by Bruno Guimarães."
760419,37',Yellow Card,Brazil,Casemiro,Casemiro (Brazil) is shown the yellow card for a bad foul.
760419,43',Yellow Card,Brazil,Roger Ibañez,Roger Ibañez (Brazil) is shown the yellow card for a bad foul.
760419,45'+5',Halftime,,,"First Half ends, Brazil 1, Morocco 1."
760419,45',Substitution,Brazil,Danilo,"Substitution, Brazil. Danilo replaces Roger Ibañez."
760419,45',Substitution,Brazil,Fabinho,"Substitution, Brazil. Fabinho replaces Casemiro."
760419,45',Start 2nd Half,,,"Second Half begins Brazil 1, Morocco 1."
760419,61',Substitution,Brazil,Matheus Cunha,"Substitution, Brazil. Matheus Cunha replaces Lucas Paquetá."
760419,62',Substitution,Brazil,Luiz Henrique,"Substitution, Brazil. Luiz Henrique replaces Igor Thiago."
760419,65',Substitution,Morocco,Samir El Mourabet,"Substitution, Morocco. Samir El Mourabet replaces Azzedine Ounahi."
760419,65',Substitution,Morocco,Chemsdine Talbi,"Substitution, Morocco. Chemsdine Talbi replaces Brahim Díaz."
760419,68',Start Delay,Brazil,,Delay in match for a drinks break.
760419,68',Start Delay,Morocco,,
760419,70',End Delay,Brazil,,Delay over. They are ready to continue.
760419,70',End Delay,Morocco,,
760419,78',Start Delay,Morocco,,Delay in match because of an injury Yassine Bounou (Morocco).
760419,78',Start Delay,Brazil,,
760419,80',Substitution,Morocco,Anass Salah-Eddine,"Substitution, Morocco. Anass Salah-Eddine replaces Noussair Mazraoui."
760419,80',Substitution,Morocco,Ayoube Amaimouni,"Substitution, Morocco. Ayoube Amaimouni-Echghouyab replaces Bilal El Khannouss."
760419,80',Substitution,Brazil,Danilo Santos,"Substitution, Brazil. Danilo Santos replaces Bruno Guimarães."
760419,80',End Delay,Morocco,,Delay over. They are ready to continue.
760419,80',End Delay,Brazil,,
760419,82',Start Delay,Brazil,,
760419,83',End Delay,Brazil,,
760419,84',Start Delay,Morocco,,Delay in match because of an injury Yassine Bounou (Morocco).
760419,84',Start Delay,Brazil,,
760419,85',End Delay,Morocco,,Delay over. They are ready to continue.
760419,85',End Delay,Brazil,,
760419,89',Substitution,Morocco,Soufiane Rahimi,"Substitution, Morocco. Soufiane Rahimi replaces Ismael Saibari."
760419,90'+12',End Regular Time,,,
760418,,Kickoff,,,First Half begins.
760418,23',Start Delay,Scotland,,Delay in match for a drinks break.
760418,23',Start Delay,Haiti,,
760418,26',End Delay,Scotland,,Delay over. They are ready to continue.
760418,26',End Delay,Haiti,,
760418,28',Goal,Scotland,John McGinn,"Goal! Haiti 0, Scotland 1. John McGinn (Scotland) left footed shot from the centre of the box to the high centre of the goal."
760418,39',Yellow Card,Haiti,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde (Haiti) is shown the yellow card for a bad foul.
760418,45'+5',Halftime,,,
760418,45',Start 2nd Half,,,
760418,46',Yellow Card,Scotland,Aaron Hickey,Aaron Hickey (Scotland) is shown the yellow card for a bad foul.
760418,61',Substitution,Haiti,Josué Casimir,"Substitution, Haiti. Josué Casimir replaces Louicius Deedson."
760418,63',Start Delay,Scotland,,Delay in match (Scotland).
760418,63',Start Delay,Haiti,,Delay in match (Haiti).
760418,63',End Delay,Haiti,,Delay over. They are ready to continue.
760418,63',End Delay,Scotland,,Delay over. They are ready to continue.
760418,67',Start Delay,Haiti,,Delay in match for a drinks break.
760418,67',Start Delay,Scotland,,
760418,70',End Delay,Haiti,,Delay over. They are ready to continue.
760418,70',End Delay,Scotland,,
760418,75',Substitution,Scotland,Ryan Christie,"Substitution, Scotland. Ryan Christie replaces Ben Gannon-Doak."
760418,75',Substitution,Scotland,Lyndon Dykes,"Substitution, Scotland. Lyndon Dykes replaces Ché Adams."
760418,75',Substitution,Scotland,Nathan Patterson,"Substitution, Scotland. Nathan Patterson replaces Aaron Hickey."
760418,76',Substitution,Haiti,Lenny Joseph,"Substitution, Haiti. Lenny Joseph replaces Wilson Isidor."
760418,83',Substitution,Scotland,Findlay Curtis,"Substitution, Scotland. Findlay Curtis replaces John McGinn."
760418,83',Substitution,Scotland,Kenny McLean,"Substitution, Scotland. Kenny McLean replaces Lawrence Shankland."
760418,85',Substitution,Haiti,Yassin Fortuné,"Substitution, Haiti. Yassin Fortuné replaces Ruben Providence."
760418,90'+1',Yellow Card,Scotland,Findlay Curtis,Findlay Curtis (Scotland) is shown the yellow card for a bad foul.
760418,90'+5',Yellow Card,Scotland,Kenny McLean,Kenny McLean (Scotland) is shown the yellow card for a bad foul.
760418,90'+5',Start Delay,Haiti,,Delay in match because of an injury Josué Casimir (Haiti).
760418,90'+5',Start Delay,Scotland,,
760418,90'+7',End Delay,Haiti,,Delay over. They are ready to continue.
760418,90'+7',End Delay,Scotland,,
760418,90'+8',End Regular Time,,,"Second Half ends, Haiti 0, Scotland 1."
760421,,Kickoff,,,
760421,23',Start Delay,Turkey,,Delay in match for a drinks break.
760421,23',Start Delay,Australia,,Delay in match for a drinks break.
760421,25',End Delay,Turkey,,Delay over. They are ready to continue.
760421,25',End Delay,Australia,,
760421,27',Goal,Australia,Nestory Irankunda,"Goal! Australia 1, Türkiye 0. Nestory Irankunda (Australia) right footed shot from the centre of the box to the bottom left corner. Assisted by Paul Okon-Engstler."
760421,39',Start Delay,Turkey,,Delay in match (Türkiye).
760421,39',Start Delay,Australia,,
760421,39',End Delay,Turkey,,Delay over. They are ready to continue.
760421,39',End Delay,Australia,,
760421,44',Start Delay,Turkey,,
760421,44',End Delay,Turkey,,
760421,45'+5',Halftime,,,
760421,45',Substitution,Turkey,Kenan Yildiz,"Substitution, Türkiye. Kenan Yildiz replaces Baris Alper Yilmaz."
760421,45',Start 2nd Half,,,
760421,61',Substitution,Australia,Nishan Velupillay,"Substitution, Australia. Nishan Velupillay replaces Nestory Irankunda."
760421,62',Substitution,Turkey,Yunus Akgün,"Substitution, Türkiye. Yunus Akgün replaces Orkun Kökçü."
760421,68',Start Delay,Turkey,,Delay in match for a drinks break.
760421,68',Start Delay,Australia,,
760421,70',End Delay,Turkey,,Delay over. They are ready to continue.
760421,70',End Delay,Australia,,
760421,74',Substitution,Australia,Tete Yengi,"Substitution, Australia. Tete Yengi replaces Mohamed Touré."
760421,74',Substitution,Australia,Jason Geria,"Substitution, Australia. Jason Geria replaces Jacob Italiano."
760421,75',Goal,Australia,Connor Metcalfe,"Goal! Australia 2, Türkiye 0. Connor Metcalfe (Australia) left footed shot from outside the box to the bottom right corner."
760421,81',Substitution,Turkey,Salih Özcan,"Substitution, Türkiye. Salih Özcan replaces Ismail Yüksek."
760421,81',Substitution,Turkey,Mert Müldür,"Substitution, Türkiye. Mert Müldür replaces Zeki Çelik."
760421,84',Substitution,Australia,Aziz Behich,"Substitution, Australia. Aziz Behich replaces Jordan Bos."
760421,84',Substitution,Australia,Jackson Irvine,"Substitution, Australia. Jackson Irvine replaces Paul Okon-Engstler."
760421,85',Substitution,Turkey,Deniz Gül,"Substitution, Türkiye. Deniz Gül replaces Kerem Aktürkoglu."
760421,86',Yellow Card,Turkey,Yunus Akgün,Yunus Akgün (Türkiye) is shown the yellow card for a bad foul.
760421,90'+7',End Regular Time,,,
760422,,Kickoff,,,
760422,6',Goal,Germany,Felix Nmecha,"Goal! Germany 1, Curaçao 0. Felix Nmecha (Germany) right footed shot from the centre of the box to the bottom right corner. Assisted by Florian Wirtz."
760422,21',Goal,Curaçao,Livano Comenencia,"Goal! Germany 1, Curaçao 1. Livano Comenencia (Curaçao) left footed shot from the centre of the box to the bottom left corner."
760422,23',Start Delay,Germany,,Delay in match for a drinks break.
760422,23',Start Delay,Curaçao,,
760422,25',End Delay,Germany,,Delay over. They are ready to continue.
760422,25',End Delay,Curaçao,,
760422,38',Goal - Header,Germany,Nico Schlotterbeck,"Goal! Germany 2, Curaçao 1. Nico Schlotterbeck (Germany) header from very close range to the bottom left corner. Assisted by Nathaniel Brown with a cross following a corner."
760422,45'+5',Penalty - Scored,Germany,Kai Havertz,"Goal! Germany 3, Curaçao 1. Kai Havertz (Germany) converts the penalty with a left footed shot to the bottom left corner."
760422,45'+6',Halftime,,,
760422,45',Substitution,Curaçao,Jeremy Antonisse,"Substitution, Curaçao. Jeremy Antonisse replaces Sontje Hansen."
760422,45',Start 2nd Half,,,
760422,47',Goal,Germany,Jamal Musiala,"Goal! Germany 4, Curaçao 1. Jamal Musiala (Germany) right footed shot from the right side of the box to the bottom left corner. Assisted by Joshua Kimmich with a through ball."
760422,64',Substitution,Germany,Deniz Undav,"Substitution, Germany. Deniz Undav replaces Jamal Musiala."
760422,65',Substitution,Curaçao,Jearl Margaritha,"Substitution, Curaçao. Jearl Margaritha replaces Jürgen Locadia."
760422,68',Goal - Volley,Germany,Nathaniel Brown,"Goal! Germany 5, Curaçao 1. Nathaniel Brown (Germany) right footed shot from the centre of the box to the bottom right corner. Assisted by Deniz Undav."
760422,69',Start Delay,Germany,,Delay in match for a drinks break.
760422,69',Start Delay,Curaçao,,
760422,72',End Delay,Germany,,Delay over. They are ready to continue.
760422,72',End Delay,Curaçao,,
760422,73',Substitution,Germany,Antonio Rüdiger,"Substitution, Germany. Antonio Rüdiger replaces Jonathan Tah."
760422,73',Substitution,Germany,Leon Goretzka,"Substitution, Germany. Leon Goretzka replaces Felix Nmecha."
760422,73',Substitution,Germany,David Raum,"Substitution, Germany. David Raum replaces Nathaniel Brown."
760422,78',Goal,Germany,Deniz Undav,"Goal! Germany 6, Curaçao 1. Deniz Undav (Germany) right footed shot from the centre of the box to the bottom left corner. Assisted by Joshua Kimmich."
760422,83',Substitution,Curaçao,Gervane Kastaneer,"Substitution, Curaçao. Gervane Kastaneer replaces Tahith Chong."
760422,83',Substitution,Germany,Waldemar Anton,"Substitution, Germany. Waldemar Anton replaces Joshua Kimmich."
760422,88',Goal,Germany,Kai Havertz,"Goal! Germany 7, Curaçao 1. Kai Havertz (Germany) left footed shot from the centre of the box to the centre of the goal. Assisted by Deniz Undav with a through ball following a fast break."
760422,90'+6',End Regular Time,,,
760425,,Kickoff,,,
760425,23',Start Delay,Netherlands,,Delay in match for a drinks break.
760425,23',Start Delay,Japan,,
